id,title,number,duration,length,guests,summary,guests_count,Jose Edelstein,Antonio Darwich,Sara Robisco,Juan Antonio Belmonte,Jesús Martínez Frías,Cristina Ramos,Miguel Santander,Valentín Martínez,Carlos Westendorp,Pepa Becerra González,Juan Carlos Ortega,Jose Carlos del Toro,David Kipping,Angel López,Francis Villatoro,Marja Seidel,Jose Ramón Arévalo,Chano Jiménez,Juanjo Martín,Laura,Olga Zamora,Marcos Pellejero,Eva Villaver,Javier Peláez,Bernabé Cedrés,Joaquim Matías,Carmen Agustín,Carlos Prats,Natalia Ruiz Zelmanovitch,Carlos Glez Montesdeoca,Nahúm Chazarra,Emilio Rey,María Ribes,Teo Muñoz,Alfred Rosenberg,Itahisa Marcelino,Elena Denia,Aleix Roig,Jorge Pla-García,Garik Israelian,Julio Castro,Consuelo Cid,Manolo Vázquez,Sandra Benítez,Isabel Cordero,Juan Martín Maldacena,Carlos González,Angel López Sánchez,Ignacio Cirac,Marian Griso,Raúl Abreu,Eva,Alberto Aparici,Héctor Vives,Globo,Raul Infante,Manolo Collados,Javier Licandro,Daniel Marín,Vary Bayón,Marian Martínez,Alicia López,José Edelstein,Enric Pallé,Ricardo García,Jose Alberto Rubiño,Noemí Pinilla,Ignacio Crespo,Daniel López,Guillermo Ballesteros,Beatriz Ruiz,Nacho Trujillo,Héctor Socas,Nayra Rodríguez,Jorge Iglesias,Andrés Asensio,Beatriz Villarroel,Narciso Ramos,Enrique Joven,Víctor Ruiz
EP204,"Ep204: Hipocampo; Metafísica Cuántica Filipondrista; ADN Alternativo; Levadura, Cerveza y Cannabis; Parásitos",204,10084,80679959,"['Sara Robisco', 'Alberto Aparici', 'Francis Villatoro', 'Ignacio Crespo', 'Héctor Socas']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Hipocampo, Proteo, Tritón y Chico Percebe; Hackean levadura de cerveza para producir cannabinoides; (Meta-)Física cuántica y ""hechos alternativos""; Cuatro nuevos nucleótidos para formar ADN; Parásitos y anfitriones. En la foto, de arriba a abajo y de izquierda a derecha: Sara Robisco, Alberto Aparici, Francis Villatoro, Ignacio Crespo, Héctor Socas. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
EP203,Ep203: Operación CB:Marte; Darwinismo Lingüístico; OpenAI: Creación de Textos; Reparación Neuronal; CRISPR vs Progeria,203,6452,51622809,"['Ignacio Crespo', 'Sara Robisco', 'Beatriz Ruiz', 'Héctor Socas', 'Carlos Westendorp']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Operación Rescate: Nos vamos a Marte a liberar a Opportunity; Ecofísica para el modelado de la evolución lingüística; Creando textos con una IA; CRISPR para el tratamiento del síndrome Hutchinson–Gilford, o progeria; Primera imagen 3D de viroides; Guiando el crecimiento neuronal. En la foto, de arriba a abajo y de izquierda a derecha: Ignacio Crespo, Sara Robisco, Bea Ruiz, Héctor Socas, Carlos Westendorp. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
EP202,Ep202: Marte; Ardillas Fluorescentes; &#039;Oumuamua en Serio; Alabeo Galáctico; Cerebro y Tripas; Entrevista: Casiana Muñoz,202,10670,85365379,"['Francis Villatoro', 'Sara Robisco', 'Carlos González', 'Ignacio Crespo', 'Héctor Socas']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Adiós al Opportunity; Ardillas fluorescentes; Entrevista: Dra Casiana Muñoz; Los últimos cuatro papers sobre 'Oumuamua; ¿Existe relación entre flora intestinal y salud mental?; La Vía Láctea y el sombrero de Humphrey Bogart; La intrigante planitud de Ultima Thule. En la foto, de arriba a abajo y de izquierda a derecha: Francis Villatoro; Sara Robisco; Carlos González; Ignacio Crespo; Héctor Socas. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
EP201,Ep201: &#039;Oumuamua; Metaestudios con IA; Ciencia a Ciegas; Mundos en Colisión; Antipartículas,201,10083,80668256,"['Alberto Aparici', 'Héctor Socas', 'Carlos Westendorp', 'Andrés Asensio']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy (rogamos disculpen los ruidos que se escuchan durante algunos pasajes debidos a problemas técnicos): Adiós a Stewart Adams, descubridor del ibuprofeno; ¿Es 'Oumuamua una sonda alienígena?; Inteligencia artificial para buscar datos en la literatura científica; La catastrófica colisión planetaria de Kepler 107; ¿Está la ciencia demasiado sesgada a lo visual?; El misterioso exceso de antipartículas que llueve sobre la Tierra. En la foto, de arriba a abajo y de izquierda a derecha: Alberto Aparici, Héctor Socas, Carlos Westendorp, Andrés Asensio. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
EP200,Ep200: ¿Supercolisionadores Apocalípticos?; Ignorantes Enfadados; Fraude Científico; ¿Energía Oscura Dinámica?,200,9294,74356863,"['Francis Villatoro', 'Sara Robisco', 'Carlos González', 'Héctor Socas']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: De las paranoias apocalípticas a los proyectos de futuros colisionadores de partículas; La relación entre ignorancia y oposición al consenso científico; El caso López Otín: ¿Fraude o chapuza?; Nuevo método para medir la expansión del Universo; Ondas gravitacionales, fusiones de agujeros negros y dimensiones extra. En la foto, de arriba a abajo y de izquierda a derecha: Francis Villatoro, Sara Robisco, Carlos González, Héctor Socas. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP199,Ep199: Medir Expansión del Universo; Planeta 9 ¿innecesario?; Magnetismo Primordial; J. Edelstein e Inflación Geométrica,199,10430,83442878,"['Francis Villatoro', 'Héctor Socas', 'Beatriz Ruiz', 'Carlos Westendorp']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Diferencias o ""tensión"" entre nuevas medidas de la constante de Hubble; Teoría alternativa al hipotético Planeta 9 (o ¿X?); Inferencia del magnetismo primordial en galaxias; Entrevista a José Edelstein sobre su teoría de Inflación Geométrica. En la foto, de arriba a abajo y de izquierda a derecha: Francis Villatoro, Héctor Socas, Bea Ruiz, Carlos Westendorp. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
EP198,Ep198: Adiós Sir Atiyah; FRBs; IA y Teoremas de Incompletitud; Paleoflores; Ciclo Solar,198,8703,69627446,"['Alberto Aparici', 'Sara Robisco', 'Francis Villatoro', 'Héctor Socas', 'Marian Martínez']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Despedimos a Sir Michael Atiyah, uno de los grandes matemáticos del siglo XX; K2 286b, un exoplaneta rocoso; CHIME y las ""misteriosas señales de radio extraterrestres""; Plantas con flores: El ""abominable misterio"" de la evolución de Darwin; La inteligencia artificial se topa con los teoremas de incompletitud matemática de Gödel. En la foto, de arriba a abajo y de izquierda a derecha: Alberto Aparici, Sara Robisco, Francis Villatoro, Héctor Socas, Marian Martínez. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP197,Ep197: Especial Premios Señal y Ruido,197,8271,66169561,"['Alberto Aparici', 'Sara Robisco', 'Angel López Sánchez', 'Héctor Socas', 'Jose Alberto Rubiño']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Alimentos ecológicos; Fast Radio Burst; Exoplaneta K2-286; Gala de la Tercera Edición de los Premios Señal y Ruido. En la foto, de arriba a abajo y de izquierda a derecha: Alberto Aparici, Sara Robisco, Ángel López Sánchez, Héctor Socas, Jose Alberto Rubiño. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Bonus. Mesa Redonda: Víctor Ruiz, Daniel Marín y Nacho Trujillo en la AAGC","Bonus. Mesa Redonda: Víctor Ruiz, Daniel Marín y Nacho Trujillo en la AAGC",-1,6109,48873056,[],"La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. Hoy: Bonus audio, exclusivo versión internet. Mesa Redonda organizada por la Agrupación Astronómica de Gran Canaria (AAGC) con Nacho Trujillo, Víctor Ruiz y Daniel Marín. ""De la divulgación a la colaboración de los astrónomos amateurs con los profesionales"". Nuestro agradecimiento a la AAGC y a los presentes en la reunión por permitirnos publicar esta conversación. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP196,Ep196: Ultima Thule; Inflación; Chang&#039;e y Luna; Bennu; Musk y Tesla; Ciencia en el Parlamento,196,10861,86888951,"['Sara Robisco', 'Alberto Aparici', 'Héctor Socas']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: New Horizons en Ultima Thule (2014MU69); Chang'e: China aterriza en el lado oculto de la Luna; Elon Musk y sus problemas con TESLA; OSIRIS-REX en Bennu; Inflación geométrica . En la foto, de arriba a abajo y de izquierda a derecha: Sara Robisco, Alberto Aparici, Héctor Socas. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bonus. Recopilatorio de Fin de Año 2018,Bonus. Recopilatorio de Fin de Año 2018,-1,9818,78546277,[],"La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. Hoy: Bonus audio, exclusivo versión internet. Solo para quienes estén muy aburridos y sin nada mejor que hacer. Recopilación de algunos momentos destacables y divertidos de Coffee Break durante el año 2018. Este audio no cuenta como episodio de CB, no entra en el examen. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP195,Ep195: Marte; Saturno; CRISPR; ALMA; Luz Intracumular y Materia Oscura; Talcos Cancerígenos; Neurología de la Adicción,195,8613,68908445,"['Nacho Trujillo', 'Sara Robisco', 'Angel López Sánchez', 'Héctor Socas', 'Itahisa Marcelino']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Marte: El enorme lago helado del cráter Korolev; Saturno: La lluvia del anillo; Polémico anuncio de pruebas clínicas de CRISPR en EEUU; ALMA observa sistemas planetarios en formación; La luz intracumular como ""radiografía"" de la materia oscura; Actualizamos el debate científico sobre la galaxia de van Dokkum; Nuevos resultados sobre el mecanismo neurológico responsable de la adicción. En la foto, de arriba a abajo y de izquierda a derecha: Nacho Trujillo, Sara Robisco, Ángel López Sánchez, Héctor Socas, Itahisa Marcelino. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Bonus. Especial Navidad. Señales de los Oyentes,Bonus. Especial Navidad. Señales de los Oyentes,-1,4905,39247554,[],"La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. Hoy: Bonus audio, exclusivo versión internet. Solo para quienes estén muy aburridos y sin nada mejor que hacer. Preguntas de los oyentes sobre: Interferometría; Antimateria; Dimensiones Extra; Comprensión humana. Redifusión de Navidad: Historia y Astronomía de una Tradición Ancestral. Este audio no cuenta como episodio de CB, no entra en el examen. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP194,"Ep194: AlphaFold, Nueva IA; Dinosaurios y Plumas; Registro Histórico de Actividad Solar; Detectores de Materia Oscura",194,8844,70757817,"['Sara Robisco', 'Héctor Socas', 'Francis Villatoro', 'Alberto Aparici']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Noticias varias; Posible descubrimiento de plumas en los pterosaurios; AlphaFold, una nueva IA para el análisis de proteínas; Historia de la actividad solar en los últimos 400 años; Primeros resultados del detector de materia oscura COSINE-100. En la foto, de arriba a abajo y de izquierda a derecha: Sara Robisco, Héctor Socas, Francis Villatoro, Alberto Aparici. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP193_SUPLEMENTOS,Ep193_Suplementos: Entrevista con Juan Antonio Belmonte: Orientación Astronómica del primer templo de la humanidad,-1,3077,24618931,[],"Este audio es un suplemento del Ep193, contiene la entrevista con Juan Antonio Belmonte, uno de los más prestigiosos arqueoastrónomos, investigador del IAC. Continúa la información comenzada en el Ep192, y ahonda en las posibles orientaciones astronómicas del primer templo de la humaniodad: Göbekli Tepe.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP193,Ep193: Cosmologías de Masa Negativa; ADN Mitocondrial; Universo Antes del Big Bang; Descifrando Primer Templo Humanidad,193,10292,82342229,"['Ignacio Crespo', 'Juan Antonio Belmonte', 'Beatriz Ruiz', 'Bernabé Cedrés', 'Héctor Socas', 'Carlos Westendorp']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Cosmologías con masa negativa; Ventajas e inconvenientes de la masa negativa como materia oscura y energía oscura; Mitocondrias de línea paterna; Una cosmología alternativa con simetría CPT;  Entrevista a Juan Antonio Belmonte sobre Gobekli Tepe, el templo más antiguo de la humanidad. En la foto, de arriba a abajo y de izquierda a derecha: Ignacio Crespo, Juan Antonio Belmonte, Bea Ruiz, Bernabé Cedrés, Héctor Socas, Carlos Westendorp. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
EP192,Ep192: Descifrando Gobekli Tepe; La Historia del Universo en Rayos Gamma; Física Solar; Evolución de las Aves;LIGO/VIRGO,192,7726,61810355,"['Sara Robisco', 'Carlos González', 'Carlos Westendorp', 'Marian Martínez', 'Héctor Socas']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Yacimiento de Gobekli Tepe: ¿Un posible paleoregistro de impactos cometarios?; Nueva técnica para investigar la historia del Universo usando rayos gamma y el fondo de luz intergaláctico; Cómo los cambios en la atmósfera terrestre influyeron en la evolución de las aves; Resultados de la misión CLASP para observar el complejo magnetismo solar; Nuevos resultados de LIGO+VIRGO con cuatro nuevas detecciones de ondas gravitacionales. En la foto, de arriba a abajo y de izquierda a derecha: Sara Robisco, Carlos González, Carlos Westendorp, Marian Martínez, Héctor Socas. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP191_SUPLEMENTOS,Ep191_Suplementos: Versión Original Entrevista Leonard Susskind (v.o. en inglés),-1,1892,15144006,[],"Este audio es un suplemento a nuestro Ep191. Contiene la versión original en inglés de la entrevista al profesor Leonard Susskind, uno de los físicos teóricos más importantes de la actualidad. Puedes escuchar el episodio completo, que incluye la entrevista en español y nuestro análisis sobre este y otros temas, en:
https://www.ivoox.com/ep191-amartizaje-insight-entrevista-leonard-susskind-crispr-y-audios-mp3_rf_30431348_1.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP191,Ep191: Amartizaje InSight; Entrevista Leonard Susskind; CRISPR y las Gemelas de China,191,11513,92104664,"['Jose Edelstein', 'Francis Villatoro', 'Ignacio Crespo', 'Héctor Vives', 'Jose Alberto Rubiño', 'Héctor Socas']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Analizamos el descenso y aterrizaje de la misión InSight en Marte; Entrevista con Leonard Susskind; Susskind: La persona y su ciencia; Lulu y Nana, las gemelas que serán los primeros humanos genéticamente modificados. En la foto, de arriba a abajo y de izquierda a derecha: Jose Edelstein, Francis Villatoro, Ignacio Crespo, Héctor Vives, Jose Alberto Rubiño, Héctor Socas. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
EP190,Ep190: Meteorito de Groenlandia; OSIRIS-REX y Hayabusa-2; Vacío Cuántico; Concavenator,190,8464,67717164,"['Alberto Aparici', 'Sara Robisco', 'Carlos Westendorp', 'Javier Licandro', 'Héctor Socas']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: El meteorito de Groenlandia: Un posible gran impacto reciente; OSIRIS-REX y Hayabusa-2, misiones de exploración a asteroides potencialmente peligrosos; Indicios de gigantismo en el depredador Concavenator Corcovatus; Vacío cuántico, partículas virtuales y principios de incertidumbre. En la foto, de arriba a abajo y de izquierda a derecha: Alberto Aparici, Sara Robisco, Carlos Westendorp, Javier Licandro, Héctor Socas. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP189,Ep189: Huracán de Materia Oscura; Polémica LIGO; Barnard b; Eventos Solares en la Guerra de Vietnam; Agujeros Negros,189,10339,82717719,"['Héctor Socas', 'Sara Robisco', 'Francis Villatoro']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: ¿Bacteria de Schrödinger?; Galaxias, barras y matrioshkas; Púlsar y estallidos gamma; Estrella de Barnard; LIGO y la polémica de New Scientist; Erupciones solares y la misteriosa detonación de minas navales en la guerra de Vietnam; El agujero negro que rota casi a la velocidad de la luz. En la foto, de izquierda a derecha y de arriba a abajo: Héctor Socas, Sara Robisco, Francis Villatoro. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP188,Ep188: El Retorno del Lobo; &#039;Oumuamua; Inconsistencias Cuánticas; Hubble vs Lemaître; Galaxias Enanas,188,9732,77857689,"['Jose Edelstein', 'Héctor Socas', 'Angel López Sánchez', 'Francis Villatoro', 'Alberto Aparici']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Síndrome de Guillain-Barré; 'Oumuamua, alienígenas y el martillo de Occam; La ley de Hubble-Lemaître; Física cuántica: ¿Inconsistencias o errores de planteamiento?; Efectos ""feedback"" en galaxias enanas; Congreso Estatal de Astronomía; Ciencia en el Parlamento. En la foto, de arriba a abajo y de izquierda a derecha: Jose Edelstein, Héctor Socas, Ángel López Sánchez, Francis Villatoro, Alberto Aparici. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
